id,Modelo,MAPE Val,RMSE Val,R2 Val,Ljung-Box Val,Jarque-Bera Val,MAPE Test,RMSE Test,R2 Test,Ljung-Box Test,Jarque-Bera Test
s3e1u1,K-NN,46.70067958438946,0.02547851424305404,0.9999349328281193,0.6734980932432981,0.00046256884545316435,44.05052100923612,0.04621742389011746,0.9997841038056272,0.014522591854631584,2.2018716767089775e-07
s3e1u1,Linear Regression,2322.6858153021967,0.5216089612653093,0.97272882684588,0.31496708843146404,0.05707087442810783,1875.708980513916,0.5127519371822216,0.9734265380538515,0.4738803626164052,0.0661716760926418
s3e1u1,Ridge,2313.2306290273864,0.5216215475470458,0.9727275107380856,0.3062407499211749,0.054664774370210084,1867.349035747829,0.5126917980759865,0.973432771128431,0.4630624439198284,0.0636904519098579
s3e1u1,Lasso,2461.1790535894243,0.5268835697978317,0.97217449566648,0.1411348552079734,0.25297362818121205,1986.7863292512852,0.5166085034122456,0.9730253003046533,0.2422653888811363,0.19957273729172584
s3e1u1,Random Forest,39.74633786771102,0.03246202190892728,0.9998943754514017,0.9021065777311238,2.881205654267237e-17,35.177532957213344,0.051572062900916836,0.9997311794130516,0.6332998994328289,6.248082829483873e-09
s3e1u1,XGBoost,264.27948468354214,1.755231636058416,0.6911962192698337,0.785778287723533,0.0,305.9649974927646,1.768784149259148,0.6837844715796373,0.6990771907361497,0.0
s3e1u1,SVR,346.67017238837576,0.08381780600678594,0.9992958157452198,0.19139814826468243,0.02076282996837178,274.26142385950374,0.09035488878245278,0.9991748425426358,0.16252706539026818,0.04626161559860216
s3e1u2,K-NN,128.45835772322448,0.2663212164311191,0.9925695792932117,0.004182406124735183,3.650873443256102e-280,56.34847018462774,1.6282756955255029,0.8071285761190929,0.00023900712233101046,3.179732166654831e-14
s3e1u2,Linear Regression,323.88148203854155,0.276551798992919,0.9919877434235143,0.014347841858219515,1.3336869516719373e-171,158.38724703147273,1.8080330593176057,0.7621929419909207,0.0004885683382463047,7.637084466113687e-06
s3e1u2,Ridge,338.96658326711594,0.27665793759364365,0.9919815921498986,0.013268117430192641,1.7871029120130464e-170,158.4084079579071,1.8075118103297712,0.7623300399488698,0.0004643811950289823,7.525874552163466e-06
s3e1u2,Lasso,1393.1599961035529,0.3199770509417306,0.9892739569619318,0.003206272878568191,3.1512133030640707e-29,168.18462581033452,1.7744609038394854,0.7709423103011731,0.0001299384812385214,7.35910386164697e-06
s3e1u2,Random Forest,154.37313048589255,0.2625923958892842,0.9927761925099039,0.007009107475962185,8.281675280749341e-280,200.78945998144678,2.6497814037902434,0.48922209602904876,0.0006014771176829915,0.0033645686847874182
s3e1u2,XGBoost,614.6971797599575,1.277520050009439,0.829023145835385,0.7822086326270083,0.0,280.4635309489759,3.023199581872562,0.33511636518426635,0.004601628884861817,1.653739519481121e-19
